ngoId,hasRegistration,hasFinance,logo,yearEstablished,missionStatement,vision,objectives,legalStatus,areasOfOperation,activeStatus
d0727e66-7803-3cc0-8365-cbe42ba5c117,,,,,,"Mission:http:To ensure overall well being of the community by providing high quality medical, educational and livelihood services with emphasis on the underprivileged, through hospital, clinics and outreach programs, with commitment, compassion and selflessness.Vision:Arpana envisages a society where humane values predominate, resulting in a society in which: All have the basic necessities of health, proper housing, water and sanitation, education, training and jobs;The underprivileged have opportunities to develop their full potential, enabling them to emerge as prosperous, responsible and joyful citizens of the world.","Arpana is a non political, secular, charitable organisation, guiding its dedicated workers to translate the ideal of the brotherhood of man into practical living. It is total identification with the disadvantaged and vulnerable that leads to selfless service to assist them. Arpana is engaged in intensive health and rural development programs in over 234 villages of Haryana and Himachal Pradesh, including, health care, maternity/ child welfare, women’s empowerment, livelihood and rights promotion, water and sanitation, farmers' welfare, computer training, and community development. Arpana is also working towards education, health and development of over 30,000 people in slum resettlement colonies of Molar Bund in New Delhi. Inspired by Param Pujya Ma, Arpana was established in 1965 in Madhuban, a small rural habitation in the state of Haryana in North India. Programs that were then set up for the vulnerable and marginalised populations in rural Volunteers from different lands and social backgrounds, including many professionals with considerable experience, came to learn to practice selfless service. With the growth in our services, salaried staff who are dedicated to Arpana's vision of committed service have been taken on",,,
80f692ed-f749-3990-ade7-89e85a1e650a,,,,,,"(a) By providing lifeskills education to unmarried adolescent girls aged 11-18 years, IHMP aims to improve their cognitive and practical skills, and self-esteem and self-efficacy. These life skills sessions provide young girls with greater awareness about","Institute of Health Management Pachod (IHMP), works in rural Maharashtra to improve the sexual and reproductive health of girls and women, with a focus on adolescent girls. Early marriage is a highly prevalent social phenomeon in India which produces child mothers and leads to inter-generational risks of mortality, morbidity and malnutrition amongst young mothers and their newborns. Adolescent girls less than 15 years are five times more likely to experience maternal deaths than women 20-29 years. IHMP has developed an integrated approach of working with (a) young married girls, (b) unmarried girls and (c) boys and young men - to create greater awareness, bring about a change in attitudes and behaviours, for preventing child marriage and early pregnancy, thus improving the lives of girls and women.",,,
c655354a-f3e6-377a-9bc7-fae295592079,,,,,,"Empower People with disability by providing them quality education, sustainable livelihood & better healthcare facilities.To delineate institutional, non-institutional & community based interventions for the people to become independent, self-reliant & contributing citizens of the country.","Ashray Akruti is a registered nonprofit, non-religious Non- Governmental organization working for hearing impaired children from underprivileged backgrounds. The Organisation also works at the grassroot level in providing diagonstic tests for new borns & children suffering with disability.",,,
14b30243-80d5-3436-b443-49916c3f711a,,,,,,To implement better poverty alleviation programs to mitigate poverty.,"ABLE is a non-profit organization which takes action for the most vulnerable sections of the society – children, esp. Orphans, women esp. widows below the poverty line and families suffering from the disabling miseries of poverty and societal evil",,,
aaaf3375-e65c-3e08-a68d-b3c34f9b4797,,,,,,It believes in promoting creative learning in the society.It uses modern techniques of learning drawn from the ancient indian tradtional society .,"APCL or Association for Promotion of Creative Learning is a non-profit making society registered under Societies Registration Act, 1860. It has been basically established to promote creativity and creative learning in society",,,
3eb75783-93d3-34f6-920a-475b53bcacf0,,,,,,To promote development at grass-root level.Mainstreaming of poor and needy. To promote sustainability and growth.,"Association for Human, Ecological & Agricultural Development has been established in year 2009 by a group of professionals from various walks of life as a grass root Voluntary Organization working with the poor, especially, unemployed men, women and the destitute children for their self reliance.",,,
ec83d961-59a0-31d4-bd33-2d6744bc7dd7,,,,,,To achieve sustainable development.To generate more projects epicentre around development,The Organisation primarily relies on acheive alround suistainable development in the society,,,
994d7808-154e-3492-805c-8356453dc4cc,,,,,,"ASSCOD’s vision is of all people in rural India living in an economically developed society, where men and women from all castes have their social rights recognised and they have access to education and health services.","Association for Sustainable Community Development (ASSCOD) is a registered voluntary organisation formed in 1994 in order to work in rural districts of Tamil Nadu. From originally focusing on health issues of poor people ASSCOD has gradually expanded its work to promoting social and economic development of the rural poor through women empowerment.  Major development activities are based on the Millennium Development Goals (MDGs). The heart of ASSCOD’s innovative approach is the Community Based Organisation (CBO) framework. This gives a valuable entry point to rural communities and enables us to facilitate real change for people at grass roots level.  Activities carried out under the CBO framework, range from women empowerment and entrepreneurship programs to health, education and disaster management initiatives.",,,
3eaefa2f-21d9-3fa3-9f29-8aefdcb03ca9,,,,,,"To work towards achieving democratic values, sustainable income & improved quality of life.Facilitating lowest strata of the society with the best possible professional intervention.","Association for Welfare, Social Action and Research (AWSAR)-India is a voluntary non- government organisation, registered under the Societies Registration Act, 1860, with the Registrar of Societies, Government of Delhi, New Delhi. AWSAR-India is an outcome of the efforts of the Professional Social Workers in India. In 2001, AWSAR started working with a few students of Department of Social Work, University of Delhi in nearby areas. However, it got registered itself as a society in the year 2002 to get a legal identity for the work as well as for the organisation and to mobilise support and resources in order to work more efficiently. Today the team of AWSAR includes professionals from diverse professional background related to development sector such as Social Work, Public Health, Special Education, Developmental Therapy, Extension Education, Agriculture Engineering and N.G.O Managemen",,,
fadfdb47-cc85-3c6e-b482-95eebd170a23,,,,,,To strengthen gender mainstreaming and women empowerment .Focus more on right based approach,"Astitva Foundation is committed to end the cycle of voilence against women by helping them fight for their rights through education, crisis counseling  and to support groups anyone who has been victim of voilence in the past.",,,
46a8260f-e749-32ee-8536-d4a079ddc32a,,,,,,Focus on integration of marginalised section of society by mainstreaming them.Focus on the right based approach.Encouraging community participation to achieve community development.,"Atulya Vikas is commited towards working for  the progress of the society, striving hard to integrate various ethnic groups of the project location area. The organisation wants to acheive progressive community development by imparting a wholistic approach where every indiviual has a role to play and feels important.",,,
9e942189-7982-31d4-9d73-176c6ccd0850,,,,,,To provide stimulating reading materials that will help develop children's reading skills and foster values that promote harmony and celebrate diversity .To build capacities of project staff in aspects related to changing contexts and challenges of the present education system,"It all began in 1952 on the banks of the River Narmada in a village in South Gujarat. Shanta Gandhi, an educator with eclectic interests, and diverse training in science, theatre, dance and politics had started working with a group of children in order to develop a curriculum that had relevance to their lives. The atmosphere was informal and the curriculum not pre-planned. It evolved naturally in response to the needs of that group and as a result of her interaction with those children. Children asked questions about their surroundings, and the process of finding answers (through games, songs and discussion) led naturally to questions regarding human evolution - how life emerged, why we are what we are, how our lives have changed from the past, and so on. Later, the curriculum was further developed in an experimental school attached to the B.M. Institute of Child Psychology and Development in Ahmedabad in the late 1950s. Here again, it was not based directly on the formal school curriculum but supplemented it. After a long interval, the programme was taken up in the 1970s at the Bal Bhavan, in New Delhi. Children who came there were provided an opportunity to interact with teachers, writers and artists, and to explore their surroundings through art, drama and dance, while all the time asking questions and discovering the answers. Unfortunately there was another long break before the programme was revived in Mumbai in the 1990s. Since then, the Avehi Abacus Project has developed three integrated packages of educational materials for students and teachers in the formal as well as the non-formal streams of learning",,,
51b1a2ff-3e7d-3d72-9c0c-3245efc33af1,,,,,,To facilitate in comprehensive rehabilitative services.To develop human resources. To support motivate & encourage persons with disability,The Organisation is involved in providing comprehensive rehablitative services to the differently abled persons.  It instils confidence in them & help them aquire skills which would enable them to act as productive assest to the society.,,,
6330db1c-dd52-35ea-9a35-7196c58f6818,,,,,,Mainstreaming street children into civil society by providing them with the best possible opportunities .,"Ashrampara Krishna Social Welfare Organisation was registered on March 2013 under Indian Society Registration Act and runs a project ""SANGBEDON"" for distressed children without any governmental aid.""SANGBEDON"" started on 23 MARCH 2012 with some vagabond street children of Siliguri town station platform.",,,
46df5178-3b34-3580-835b-c7e11e08530e,,,,,,To empower women and girl child with dignified skills by promoting girl child & women educationTo create a healthy and skilled empowered women of modern india,Azyshaa Foundation strives for providing quality education and livelihood to the minority girl child of the marginalized section equiping them to handle various other form of challenges that they have to face later.,,,
b241620d-b2ea-3eab-b323-9ffffe13e4ab,,,,,,To focus on empowering of youths belonging to marginalised group.To enable them to acquire better economic means.To create awareness amongst them in regard to social and economic rights.,"The Organisation focuses mainly on youth empowerment,it gives importance to mainstream youth belonging to vunerable sections so that can attain their full potential.",,,
3a8fa823-d79c-3fac-a342-4729e205e3aa,,,,,,To facilitate children through various educative implementation.To diversify its functioning in various spheres which includes healthcare and livelihoods,"Azad India Foundation works in field on non-formal education, literacy, healthcare and livelihoods. They are facilitating around 5000 children through various educative initative that are being executed and implemented by the organisation",,,
d4c144c8-48b5-3afa-a768-661b3d695fb5,,,,,,To promote healthcare facilities among the vulnerable groups.To change the health seeking behaviour of the women in these communities.To create awareness on  sanitation.,The Organisation functions as a multipurpose voluntary health centre since 1970. The main ojective is to facilitate health care to that section of the society who cannot avail but are now getting these services.,,,
c074c01f-f7c9-3584-9038-74475bc257af,,,,,,"To promote equitable society where there is no discrimination.To promote human rights & equal access to resources.To provide employment to people of marginalised community so that they can fight against the social, economic & political exploitation they are facing.To promote women rights both social & cultural",Organisation belives in prevalance of Just Society which has no discrmination against anyone. The organisation focuces on creating gainful employment opportunituies for the people belonging marginalised section  . It also works on improving the  postion of marginalised women in the society  by promoting their rights & empowering them.,,,
22ce3c91-0f4f-34bf-9a6b-989ab6164f11,,,,,,To create a global family for people who have been deprived of it.To  create network of like-minded people who would like to  act as agent of social change and work towards attaining a common goal of sustainable development.,Being Social Foundation  is an NGO with a mission to bring about a change in the Indian society by helping the poor. We aim to create a platform in collaboration with existing NGOs that could reach to the bottom of the pyramid and could touch the lives of millions.,,,
facab875-74ea-33bb-9de7-dc728971b58a,,,,,,MissionBella Health is a registered NGO in India that enhances the health and quality of life of those it serves and addresses health disparities in our community.VisionWe enhance the health and quality of life of all we serve and address health disparities.,"Bella Health is an NGO in North India that aims to empower women to increase their ability to make informed family planning and reproductive health choices. Bella Health Care provides health care services that address maternal, child and reproductive health and enhance the health and quality of the life of the women, girls and adolescents in our target areas. Our group was formed in 2011, to address the disempowered women in and around Dehradun, and the upper reaches of Uttarakhand, North India.",,,
958503ba-e74b-3655-92d4-dcb85d04de6b,,,,,,To focus on healthcare of underprivileged children.It  envisions  a society where child is free from poverty and child labour,"Bal Umang Drishya Sanstha (BUDS) is a registered, non-profit organization formed with the objective of advancing the education, health, development and welfare of children in India without distinction of caste, class, gender, ethnicity, religion, rural/ urban, physical or mental disability.",,,
2d942b93-05c5-3d7a-abb1-2c893afb69e3,,,,,,"To provide the needy section of  the society with opportunities so that could attain respectable position.To create awareness among them in regard to social, political & economical growth","This Organisation was started in 4th April 1989 by group of young professionals who wanted to acheive a just society were there are no prejudicies regarding access to  resources, opportunities provided to them and everyone is given the right set of skills to grow in the social lader.",,,
695f6e72-877a-34b5-8bef-8179d3f5c05a,,,,,,"To create sustainable growth & community development for people belonging to disadvantageous society.To create atmosphere in the community that would enable  to be self reliant, prosperous, harmonious and sustainable .",The Organistion is commited towards working for sustainable community development. It follows the inclusive model of approach where everyone from the community participates towards acheiving a common goal.,,,
98f7d5b2-d407-341a-931b-16d0d7c2283e,,,,,,"To work exclusively in attaining justice society .Empower the disadvantaged section through education, skill development and providing them better health care facilities.","BCT is dedicated to socio-economic transformation of weeker and socially under priviledged groups. The major  thrust areas are Health,women and Child Developement, Education,livelihood pramotion, Natrual Resource Management and Building of CBOs.BCT is serving more than 45 lakh population in RAJASTHAN, KARNATAKA, TAMIL NADU, ANDHRA PRADESH, MAHARASTRA, DELHI.",,,
68a85227-9bd3-3e88-b084-44dc9d4f8c74,,,,,,"Vision: To help build a more influential, equal and socially conscious societyMission:To bridge the societal gap by providing quality education to the under-privileged.To provide a platform for socially conscious youth wanting to contribute to the nation’s inclusive progress and to mould them into tomorrow’s leadersTo turn youth into Climate Messengers and fight climate change through citizen level initiatives","Bhumi is one of Indias largest independent youth volunteer non-profit organisations. Bhumi as a platform will enable over 12,000 volunteers in more than 12 cities across India for causes like education, environment, animals and community welfare. Bhumi is the recipient of the ‘Leader in Volunteer Engagement Award’ conferred by iVolunteer.",,,
d6323b42-35e9-3120-ab9c-656ec937bd9c,,,,,,"Vision:To regenerate the rhythm of life of the Disadvantaged.Mission:Seeks to engage socially committed individuals in bringing about a world in which each disadvantage child, women and younger generation.","Birbhumir Grameen Unnyan Society (BiGUS) has completed proudly up to 2014 session. Self sustainable model has been carried out at the beginning of the year. Our various activities concerned with everyone, including all motivated volunteers who are associated with directly or indirectly with BiGUS. Our intention (rigidity) to develop our self sustainable model successfully in rural sector and the result of the model share equality top to bottom. We have been working various programmes in govt. in rural sectors. Our annual report would convey our thinking and efforts in the year of 2004-2014. Hopefully, our Annual reports will focus our organization mission and vision and will open the door of entering cooperation and mutual understanding. We invite all the sectors such as, Govt. private and multinational companies to stretch out their empathetic wings for our endeavors. I am really proud for our BiGUS family and as a Secretary of the family I would like to convey my thanks of all our volunteers and our partners who has involved in the process of enthusiastic and association with our work. The part of association is a major strength of our organization. These remarkable activities of 2004 to 2014 would have no placement without their sincerities and active participation. We need more co-operations to reach the every corner of our district.",,,
6c94527c-a224-35b1-9e94-7eb1cbc4b194,,,,,,To promote and sensitise the disadvantaged groups about their rights.It encourages participatory approach towards inclusive growth. To encourage sharing experience of skill building and knowledge on critical concerns .It believes in collective action and advocacy,"Bindu is an organisation that strives to bridge the gap between research, social action & policy . It focuses on issues pertaining to vunerable populations residing in geographically challenging places.",,,
31511e01-0b9e-3a48-a169-5d22acd0a13e,,,,,,"""Blossoming of power in every individual to reinforce community development.""To facilitate a process where marginalised groups can become self-sufficient in improving their health, environmental, economic and social needs.","Founded in 1993, Blossom Trust focuses on empowering marginalized women, children’s rights and combatting HIV/AIDS and Tuberculosis. Active in the Virudhunagar and Kanchipuram districts in Tamil Nadu, Blossom’s objective is to ensure communities have greater access and control over their resources. Blossom specializes in fostering projects that create sustainable Community Based Organisations (CBOs). We have nurtured projects, such as the Paneer HIV+ Women’s Network and Rainbow TB Forum, both of which are now independent legal entities, although still closely connected with Blossom, with  membership numbers in the hundreds.",,,
6800ab00-9ca1-3f27-9c58-0b9429fd170d,,,,,,To provide updated  veterinary services and spread humane education to bring about a paradigm shift in the way we treat animals .To create a  India where animal welfare is important and the laws for animal protection are enforced.,"The Organisation is  one of India’s largest Animal Welfare Organizations and one of the oldest running on private and public donations. We have 3 facilities in and around Chennai which include 2 Hospitals and Shelters and one shelter. We are equipped with 6 working ambulances, 8 doctors and 4 drivers and over 40 animal care givers who operate round the clock services for the treatment of animals.  They are driven by a group of passionate individuals who devote their time purely on an honorary voluntary basis towards running the organization and have a large base of dedicated volunteers and a phenomenal volunteer led Humane Education team. In addition to the above  they are equipped with a one of its kind Humane Education Center.",,,
79f5e078-1c6c-3be6-a8f8-cac2176237b5,,,,,,Pioneers the concept of innovative social change,"Breakthrough is a unique global human rights organization and a recognized pioneer of innovative social change. Working out of centers in the U.S. and India, we create game-changing pop culture and multimedia campaigns – including video games and music videos — that bring human rights issues and values into the mainstream, making them real, relevant, and urgent to individuals and communities worldwide. Our in-depth trainings with young people, government officials, and community groups have ignited new generations of leaders to act for local and global human rights. Breakthrough works in 6 states of India - UP, Bihar, Jharkhand, Haryana, Delhi and Karnataka on preventing early marriage, gender based sex selection and domestic violence.",,,
1dfc8714-2864-3b5e-981e-341f52f93603,,,,,,To ensure skill development of  people belonging to marginal groups. To facilitate better vocational training  to poor .Ensure better economic growth and sustainable development.,"We are a young social organization registered office in New Delhi and head office in Jaipur, with our operations having commenced in 120 districts across the country, operated from 9 locations spread across. Our mentors are experienced leaders from the corporate sector with considerable exposure to learning & development, Vocational education and Social Sector.Bruu works in social issue in the sector of Skill Development, CSR, Education, Child development, Environment, Health, HIV/Aids, Women Empowerment, Social & Economic Development and Rural Development .etc,",,,
f026c50b-3e64-3601-868f-c0f3c2c429c8,,,,,,"MissionTo promote people-cantered development with focus on underserved and marginalized individuals and communities through participatory processes to claim, and re-claim, their human rights i.e. right to life, to a life with dignity, to food, to land and livelihood.VisionTo promote and propagate for the creation of discrimination less, logical and balanced society so that the poor and marginalized section of the society will share the benefit of development equally.","Behind the genesis of every social welfare movement, there must be a history and a social need. It is with BOARD too. During the end of the last century i.e. 1995, some like minded social activists and dedicated professionals from diverse backgrounds came forward to put their hands together for the creation of a platform to provide a better quality and dignified lives for the marginalized people and the socially excluded communities of Bihar. Thus a community based organization viz. ‘Bureau of Obligate and Accompanier for Rural Development’ (BOARD) was germinated and registered under the Indian Trust Act of 1882 and FC(R) Act 1976. Since its inception, It has been rendering humanitarian services in the district of Patna and Nalanda of Bihar as a non-political; non religious; non-profit making organization.",,,
a68ab501-a3b6-37ca-b89d-fe1a68ff5ab9,,,,,,"Our VISION is that of a caring and supportive society where people with cancer and their families live with dignity, hope and comfort.Our MISSION is to enable people with advanced cancer and their families to make informed choices and decisions and to receive appropriate physical, emotional, social and spiritual support","CanSupport was founded by Harmala Gupta in 1996 . It grew out of her personal experience as a cancer survivor and as a support person for others. In 1991, Harmala had started the first cancer support group in India, Cancer Sahyog. She along with fellow survivors and caregivers began visiting cancer clinics in the All India Institute of Medical Sciences (AIIMS) and the Institute Rotary Cancer Hospital (IRCH) in Delhi to provide information, practical help and an empathetic listening ear.",,,
b686595b-c0fb-3a1f-8764-c6183c80f666,,,,,,"Aspiration  to become the caretaker of God's most priceless gift to humanity .Care & Concern Foundation, a broad based collaborative community initiative to provide emotional & financial support to families whose children suffer from life threatening illnesses",Care & Concern is dedicated to improving the lives of neglected children in remote communities in India. It has been our experience that humanitarian relief seldom reaches the distant areas or villages yet they are the one who need it mos t.,,,
0743c1ff-5f78-3461-acea-d3341425fdf7,,,,,,"The mission of the Caring Souls Foundation (CASOF) is to prevent and help Cancer and HIV/AIDS through education, communication.","Caring Souls Foundation (CASOF) is a registered Non-Government Organization (under Societies Registration Act, 1860) with a pan India presence. The organization is dedicated to the cause of HIV/AIDS and CANCER prevention and providing support to patients. CASOF defines dedication, common values, goals and caring for the entire team. The three branch offices and 88 counseling cum information centers in 18 states operate in tandem, led by the parent office at Lucknow, Uttar Pradesh. The parent office supports the operational teams in its task of benefiting people by educating and supporting.",,,
239ab4af-49d1-36a6-8f34-9d0c874bd370,,,,,,"The aim of CIBART is to achieve environmental security, livelihood security and economic development through the sustainable use of bamboo and rattan (cane). Given India's rich bamboo resources and the people's natural affinity to this grass, there are immense opportunities.This local organization has extensive linkages down to each village, backed by field technical resource centers at the sub-district level. And, at the other end of the chain, links with buyers as far away as Europe are established. CIBART has a global outlook, yet one that addresses local needs. It is for the communities, but is market driven and businesslike. For CIBART, the community is the primary beneficiary, market the goal and the production of craft and manufactured goods using industrial approaches the means.","CIBART - the Centre for Indian Bamboo Resource and Technology - a not-for-profit, networked organization incorporated under Section 25 of the Companies Act, 1956. Set up as an independent body by the International Network for Bamboo and Rattan (INBAR) in December 2002, CIBART comprises enthusiastic professionals from diverse backgrounds. CIBART has set up daughter organizations in several states across the country, with backward linkages into the villages and forward linkages into technical and other development agencies at the national and international levels.",,,
2aaab101-b5e1-352f-ad29-67e86c05f8e8,,,,,,"To  encourage formation of just social order by upholding values of love , equality & peace.Restoration of human dignity of poor and marginalised with immediate organisations in extending facilitation and advocating rights.","Established in 1962, Caritas India has evolved over its five decades of experience in emergency aid, community development, reconstruction and natural resource management to stands shoulder to shoulder with the community. Caritas imbibes and nurture human dignity by supporting millions of people without the distinction of caste, creed, ethnicity and religion",,,
702aed97-3a14-32f1-a11c-912cad766aec,,,,,,"VisionEnsure the development of prosperous and secure mountain communities that are peaceful, equitable, and environmentally sustainable.MissionOur mission is to integrate rural livelihoods and sustainable conservation practices to reduce the environmental, economic, and social vulnerabilities of the mountain people. In cooperation with regional and international partners, and working with the communities, we aim to develop and provide integrated and innovative solutions that guide policy change and inspire action to directly benefit the mountain people and their environments. The Himalayas are the principal home of glaciers and the source of water for over 1 billion people living in connected river basins. They are also extremely vulnerable to climate change. Thus, there is a critical need to guide development that incorporates and is compatible with the threat of a changing climate.","The Central Himalayan Environment Association, CHEA in short, was founded on October 2, 1981, on a day which has special significance for India, being the birth-day of the Father of the Nation, Mohandas Karamchand Gandhi. The society was registered soon afterwards in May, 1982. Arguably CHEA is one of the earliest societies founded in Northern India which had ' the environment and the livelihood of the people in the Himalayas ' as its core concern. Much water has flown in the great Himalayan rivers and the Indian Himalayas have since been witness to much distress, conflict, degradation, demographic dynamics, political restructuring and impacts of various global revolutions and their regional and local impacts. CHEA has since espoused many mountain causes, engaged itself actively in scores of action-researches on human and environmental aspects and livelihood-related projects and continues to be so involved to this day. Since the Rio Earth Summit in 1992 with the inclusion of Chapter 13- 'Managing Fragile Ecosystems : Sustainable Mountain Development' in the UN Conference on Environment and Development (UNCED) the importance of mountain social-ecological systems have been acknowledged for the first time on a global scale. Establishment of CHEA, let it be recalled, pre-dated the Rio Summit by more than a full decade. Certainly the perceptions of a seminar organised in October 1983 by CHEA in participation of academicians, activists and scientist to se the future course of action for the Indian Himalayas has to be re-evaluated in context of the insights the world at large and the Indian sub-continent in particular has gained and with which CHEA has a re-alignment of its strategy for the 21st century, both in context of local and global priorities. To ensure solution of increasing pressure on natural resource for rural livelihoods CHEA has developed strategies for stregthaning grassroots environmental governance and undertaking action research.",,,
9ef9d856-8085-39b0-8ab8-0c1a7e2c7e77,,,,,,"Vision:To build a legally-compliant, well-governed, empowered and sustainable philanthropic sector in India.Mission:To create an enabling environment for the growth and development of philanthropy within and for India, for both donor and recipient organizations through:Reliable legal expertiseProfessionalized capacity building through skilled practitioners/management expertsCredible researched information and data for all stakeholdersDissemination of sector related information via publication of resource materialForging mutually beneficial NGO-Corporate partnershipsEncouraging companies to be CSR compliant and empowering them to realize their true potentialDeveloping national and international networksAdvocating with policy makers by being the leading voice for the sector","LEGAL ADVISORY - Centre for Advancement of Philanthropy (CAP) helps philanthropic organisations comply with the complex web of legal issues governing charitable giving in India. CAP specialises in all legal matters concerning the Trusts/Societies Act, Income Tax Act, Foreign Contributions Regulations Act (FCRA), and a host of allied laws and good governance practices. CAPACITY BUILDING - Capacity Building – CAP conducts trainings and related consultancy towards capacity building of organizations. This includes advice on legal compliance and the core challenges of management –strategy, monitoring & evaluation, human resources, financial management assistance, good board governance as well as volunteer management and retention. CORPORATE SUPPORT - CAP guides companies in a wide range of philanthropic endeavors. Sometimes, this involves finding credible NGO partners for companies as well. CAP has helped companies like Titan, Thermax, Forbes Marshal, Zensar, Atlas Copco set up their own corporate foundations. CAP also assists companies in setting up Corporate Social Responsibility initiatives, which have recently become a government mandate for companies above a certain size. RESEARCH & PUBLICATIONS - Over the years, based on research projects CAP has published resource books that have become industry bibles on fund-raising, management of charitable organisations, Tax Compliance among other topics. CAP also publishes a newsletter that enables its readers to be up-to-date with legal and management trends in the philanthropic sector.",,,
19569740-8609-3bb8-a72c-5c639a734a50,,,,,,"To mainstream marginalised communities.It believes in   building the necessary synergy between communities, concerned stakeholders, the media and civil society through partnerships and awareness and capacity building at various levels.","The CFAR as an organisation is leading the crusade to mainstream marginalised communities like- sex workers, transgender and other sexual miniorties forums of single women, networks of HIV positive persons, injecting drug users, people living with disabilities, the urban and rural poor and the girl child - so that their issues can be understood and their concerns shared.",,,
f3401279-65d7-38fb-8410-723daba6a5f7,,,,,,"To  undertake, promote and assist in the social economic and intellectual development of weaker sections of the society, to strive for the standard of living, mankind, social justice and to offer support and co-operation for the schemes of people’s development, social reconstruction and relief attempted by other individuals, institutions and organisation.It believes in channelising resources adequately for the marginalised sections..","CENDECT has been implementing many integrated Rural Development Projects in the most backward and needy areas in Tamil Nadu State since its inception especially in Theni and Madurai Districts to serve the villagers, Rural poor, Marginal and Small farmers, Women, Children, Disabled, Tribals and the Aged persons. It mainly concentrates on Community Agriculture, Community Health, Action Research, income Generation for Women, Mother and Child Care, Education, Sustainable farming, etc. CENDECT is a totally committed development agency as it is catalyzing and channeling Government, Semi-government, Bank and Foreign Resources to the weaker sections of the society directly CENDECT is monitored by the President, General Secretary, Treasurer and Seven Board members. Board members do not get any remuneration from the Trust.",,,
0b9b4a20-b551-30fc-aa5b-41801fce3b57,,,,,,To facilitate  the development process benefiting the marginalised by providing capacity building inputs and supportive services.Creating alternative institutions for the empowerment of women’ is the vision.,"CFDA strongly believes in People’s power, knowledge and participation and such Promotion of Community Based Organizations and Building their Capacities for Self-Management continues to be the hall mark of all the field activities.",,,
7fd557d2-23bc-3dc6-a9e7-43fdf8cf54c9,,,,,,"CHARM works independently and also through interaction with like minded individuals and organisations, in the area of:Health and Poverty.Health and DevelopmentHealth of Children and WomenPreventive and Promotive HealthHealth Legislation, Ethic","CHARM is a non profit voluntary organisation focusing on health, poverty, development and allied themes. We are primarily involved with conducting and promoting research, education, advocacy, training and developing IEC materials on health relevant topics and the well being of disadvantaged citizens.",,,
bf0ed069-d62d-3080-90bd-bbd8efc685e7,,,,,,To promote community development.To carry extensive research study.,The Organisation is involved in community development & livelihood projects,,,
4acecbe1-b315-308c-bd35-e692b3067ff4,,,,,,It focuses on educating children from vulnerable groups so that they can acquire better set of skills .To promote child rights .,CSSAR is engaged  in teaching of children in slums .It caters around 400 children every year from various parts of delhi.It belives in imparting skills to these children at a very younger age so that they can be competent enough to take on the competative enviorment of todays time and age.,,,
c07a70af-3739-39a5-9dd4-7c8566b4e2f4,,,,,,"Building capacities of young people and its stakeholders towards the growing up needs of adolescents and youth; support policy changes and collective action towards realisation of rights of young people as well as other marginalised sections in the society.VisionTo create a society where young people can exercise and enjoy their rights and grow as responsible, productive and independent adults.","CYDA looks into the holistic development of young people by addressing the issues of health, livelihood and Education. In 2010-11 we successfully reached out to 15 lakh youth across India. Our work is majorly concentrated in Pune, Sangli in Maharashtra and Bilaspur, Jahangir c hapa and Raipur in Chhatisgarh.",,,
a40c50c0-5730-3ea6-a3a5-ebd67465aca6,,,,,,The main mission  of  CDOT encompasses empowerment as a tool to reduce poverty by providing financial services to the marginalized section with trickle down effect.,"CDOT is a Social-financial and livelihood organization with a mission to uplift economic status of the poor in Bihar. It was formed in the year 2000 by a group of like-minded professionals having experience in the fields of rural developments, academics, finance and developmental works. The organization was also formed with a motive to demonstrate successful interventions in the untouched areas of Bihar to the institutions engaged in social and economic development. In 2007, seeing the potentials of Micro-finance in increasing access of poor to finance, which is a much needed service for the poor people to sustain their small enterprises and activities",,,
46e3e861-f299-379e-82ef-c138e89839bf,,,,,,To empower people belonging to marginalized  community.To establish Social Justice,Ch.Baljit Singh Memorial Education Socity is located in Delhi. The Organisation is an enforcer of Social Justice in community suffering from social attrocities.,,,
eb3c27b9-17db-3e6b-b484-71bb6601f8af,,,,,,"The primary objective of this foundation is to provide all possible facilities and conveniences for due promotion of various forms of performing and visual arts, folk, tribal, traditional, architectural, art history, temple architecture, puppetry, research and documentation and deeply committed to children and promotion of art. Chandana’s initiatives include establishment of research institutions, Art gallery, organised visual art workshops, seminars, residency program for artists, scholars, institutionalize awards, scholarships, orientation program.","Chandana Art Foundation International (CAFI), a registered public charitable Trust was founded in the year 1999  to facilitate the marginalised, socially deprived sections of the society, economically dis-advantaged but talented persons, particularly women, children and people with disability for self sustenance through Art & Craft. Chandana is devoted for preservation, promotion of artistic and cultural heritage of India. Chandana literally means Sandal Wood which represents the purity and everlasting fragrance and has been working towards cultivating an environment for creative, artistic, musical expression and cultural resources of India.",,,
46221b16-e1fd-30ff-ba6b-cdf8b963b49b,,,,,,To better health care facilities to disadvantaged section of the society.To provide them rehabilitative services,"Charutar Arogya Mandal (CAM), an outcome of a dream cherished by late Dr HM Patel, a former Union Finance and Home Minister. He embarked on building an institution which he envisioned would fill the need long-felt, that for a faculty of Medicine, not many thought would succeed. But determined he was to succeed and went about his task with the same missionary zeal and enthusiasm that characterised much of his work in building Vallabh Vidyanagar. The result: an institution that has now grown to include a Medical Council of India recognised medical college, a 550-bed hospital, an institutue of post-graduate studies, a school of nursing, a college of physiotherapy, an insitute of medical technology, a cardiac centre and a cancer centre in its 100 acre, well developed, lush green campus.",,,
