ngoId,hasRegistration,hasFinance,logo,yearEstablished,missionStatement,vision,objectives,legalStatus,areasOfOperation,activeStatus
af317b79-407a-3ccf-a80f-32f569371a36,,,,2002,"Centre for Community Initiative (CCI) is devoted to differently abled persons. CCI facilitates and empower parents, disabled persons with practical support, assessment and counseling, getting involved in mapping positive and supportive environment",,,,,
fa34fa20-518c-3fa5-b39b-c5df37259c1b,,,,1992,"The CECOWOR organisation is working in 181 villages of Gingee Taluk of Villupuram District mainly among the Dalits, Tribal and the Gypsies giving priority for women and children
1.Promotion of literacy, basic education and General knowledge by running preschool and after school education centers for 150 children and running a model Nursery and primary school for 300 rural children. Education sponsorship for 150 school children and running hostel for the poor boys and girls
2.Child rights promotion and Prevention of child abuse, child labour and child marriage and exploitation of children in any form.
3. Running 24x7 child helpline sub center
4.Skills training on tailoring and computer training are conducted.
5.Promotion of self help groups for women,strengthening them through capacity
building training.
6. Capacity building and advocacy for participatory democracy,human rights promotions and poverty alleviation.
7.Emergency aid and relief work.",,"1. 100% enrollment of and school going children in 3 Gypsy habitations and 37 Tribal habitations. Capacity building program and human rights education among the among the Gypsies and tribal.
2. Totally 9130 children were helped to complete the school education in the past ten years.
3. Promotion of self help through skills training for 1000 young girls and boys and Socio,economic empowerment of women below poverty life by promotion of nearly 500 self help groups",,,
8bc3fe74-5c2c-3e56-a426-b246661dd2e2,,,,2000,"Combating issues of poverty, mal nutrition, low agriculture productivity, lack of irrigation, migration, child labour, human trafficking, HIV/AIDS, gender inequality, disability, deterioration in tradition and culture,education etc, we started interventions in Ranchi, Gumla, Murhu, Manjgaon, Tamar and Hazaribag through groups of women and farmers, their capacity building and mobilization of govt. through MGNERGA, village planning, regeneration of traditional water harvesting system, improved agriculture, skill training, bridge courses for cattle grazers, community based rehabilitation of disable children, horticulture promotion, producers company formation etc.
It is a social, non-political and non-profit making, established on 2nd October 1998 by the experienced and professional youths who were working in NGOs on 2nd October 1998. And, it was registered under Indian Trust Registration Act 1882 on 11th of July 2000 and they voluntarily felt that they should intervene for the Poorest of poor and utilize their vast exposures and experiences for their native blocks.
Our achievements by 2016:
1. Livelihood promotion ensuring food from 3 months to 6 months from agricultural promoting tradition water regeneration harvesting system
2. Skill development and livelihood to 230 school dropouts and their employability with ensured income from INR 5000 to INR 11000 in nursing assistant, electrician, two wheeler mechanic etc
3. Rehabilitation of disable children (56) and promoting them for higher education 10+",,"1.Livelihood promotion ensuring food from 3 months to 6 months from agricultural promoting tradition water regeneration harvesting system
2.Skill development and livelihood to 230 school dropouts and their employability with ensured income from INR 5000 to INR 11000 in nursing assistant, electrician, two wheeler mechanic etc
3.Rehabilitation of disable children (56) and promoting them for higher education 10+",,,
54120d76-9741-3c45-88cd-dd6a16a623c3,,,,2013,"Council of Education and Development Program (CEDP) Skill Institute was formed in the year 2010, with a sole objective of providing improved quality of life to individuals and groups through apt training and education. Since then, the organization has strived to provide the most relevant training solutions to not only the metro and the mini-metro cities of the country, but to the most remote geographies so that the student communities at large can benefit from the knowledge gained from the education provided and enhance their employ-ability and therefore, employment opportunities.
Currently CEDP has 147 training and education centers across the country. 
The CEDP Trust brings the same expertise and commitment to quality as the parent company CEDP Skill Institute and seeks to provide the underprivileged youth with skills enabling them to tackle ever-emerging economic challenges. We believe in empowering the marginalized by presenting them with economic opportunities through vocational skill training, promoting entrepreneurship and development of micro enterprises. Besides equipping men and woman with essential skills and up-grading existing skill-sets, they are provided appropriate placement support, in tune with current market needs and demands.
The Trust has been working since 2013 as a not-for-profit organization with a firm commitment of working with students from the marginalized sections of the society and helping them lead a dignified and quality life. 
In the training and education space, CEDP trust provides training in the areas of Paramedical, Automotive, Hotel Management, Industrial Safety, Financial Accounting & Management, Civil Engineering and Management. Almost all of these programs are either associated with guaranteed internship and/or placement assistance. And most of these programs are mapped to certificate, diploma and degree level awards and recognition.",,"Best Skill Development Institute in Mumbai at National Education Excellence Awards, 2017 
Awarded 2nd position in Pramod Mahajan Kausalya Vikas Abhiyan in Mumbai (MSSDS)
Mrs.Shaheen Khan ‚Äì President of CEDP Skill Institute was awarded Eminent Educationists Award at Indo-American Education Summit 2016
Maharashtra State Skill Development Society (MSSDS) empaneled institute
National Skill Development Corporation(NSDC) Affiliation
ISO 9001:2015 Certified
National Small Industries Corporation(NSIC) registered",,,
df872f47-9b91-30e8-9020-95b9cdb5cb43,,,,1981,"An organization that works for the protection and promotion of human rights within India focusing on human rights monitoring, legal intervention, rehabilitation, human rights education and campaigning. It uses not only local courts but also the High Court & Supreme Court as well as all national and state human rights institutions and UN human rights mechanisms. It believes in using institutions the National Legal Services Authority in the country with its wide network to undertake the task of protecting human rights of all peoples, especially the poor. Its human rights education starts in school class rooms and expands to universities and covers journalists, doctors, lawyers and elected representatives. It works in strengthening national and state human rights institutions and protecting human rights defenders at risk.",,"‚Ä¢In 2017 the IHRE of People‚Äôs Watch was able continue to engage in 10 states till the end of the academic year alone with the program commenced in the year 2016.
‚Ä¢The program in over 9,000 schools in Tamil Nadu alone continued during this year in the new academic year.
‚Ä¢Undertaken over 50 fact finding missions under different programs such as the Tamil Nadu Program of Human Rights and Democracy, the project on Violence Against Children in Schools, resulting in fact finding reports leading to the popularizing of human rights fact finding as a tool for the protection and promotion of human rights in the country.
‚Ä¢Continued joint working with a few selected NGOs in the 6 selected districts of Tamil Nadu, namely, Dharmapuri, Salem, Trichirapalli, Perambalur, Ramanathapuram and Tuticorin.under the project on violence against children in schools capacitating them to take up the issues on their own within their own local jurisdictions.
‚Ä¢Succeeded in organizing one People‚Äôs Tribunal in collaboration with other civil society organizations.
‚Ä¢Successfully initiated over 400 complaints to the National and State Human Rights Institutions over a variety of subjects such as police excesses, caste discrimination and untouchability, violence against women and children, human rights defenders etc.
‚Ä¢Issued over 80 urgent appeals in cases of HRDs under risk within the country.
‚Ä¢Engaged with over 100 Chairperson and Members of National and State human rights institutions through state level Colloqiuim to acquaint them on Paris Principles and their roles.
‚Ä¢Engaged with over 150 representatives of civil society organizations from across the country to acquaint them with the establishment, powers, functions of National and State human rights institutions so that they may be able to better access them in future withtheir cases.
‚Ä¢People‚Äôs Watch‚Äôs helpline received and processed over 700 complaints of human rights violations from victims of domestic violence, torture, child labor and caste based discrimination among others.",,,
a90c6437-c9e1-3325-baac-ca1b38267650,,,,1982,"Founded in 1982, CREDA works on the issue of child labour, bonded child labour, child education, community health, employment oriented training, formation of self-help groups, health education, care of elderly, studies and research on various aspects of problems of community, child labour, rural workers. The organisation is also active in organizing training, orientation, workshop and seminars. Nearly 72,000 child workers belonging to poor and marginalized communities have been benefited under various projects. The contribution of CREDA has been recognized nationally and internationally. CREDA has received five national awards for its work focusing on child labour, child right and child education.",,,,,
4c937fc4-f797-35c0-af17-a36cbfbf4e52,,,,2017,"SBC3 (Centre for Social and Behaviour Change Communication) is a section 8(1) non-profit organisation. (SBC3) are a team of seasoned and driven professionals who are passionate about using evidence-based communication strategies to bring about social and behavioural change. Our programs aim at Empowering the youth to be mentally healthy, emotionally strong and help create a vibrant community of youth.",,,,,
a4a518a5-e5b1-3389-bd19-e1e34bf91061,,,,1996,CERDS works with rural people to help them to identify and resolve their problems. Its approach is to assist the people to develop their capacities to overcome the affects of poverty and create a new future to reach its aim of sustainable and self reliable rural communities,,"1) About 16,000 socially disadvantaged families have been ensured drinking water facilities by installing 800+ drinking water bore wells.
2) About 1500 children belong to disadvantaged families were supported primary educational needs.
3) 167 rural adolescent girls belong to very poor families have been provided skill training in tailoring and assisted sewing machines in last 4 years for their self sustainability.
4) About 362 disadvantaged widows have been assisted milch animals and
5) 141 tribal fishermen families have been sponsored fishing nets in last 4 years in part of promotion of sustainable and self-reliant families.
6) About 141 sanitary toilets were installed for disabled and disadvantaged groups in last 4 years.
7) 200+ HIV/Aids infected people have been provided about 5,476 nutrition kits in last 4 years.
8) With support of NABARD, 66 Farmers' Clubs formed in Guntur District.",,,
3fabab2b-e3d7-3368-8f88-b6f08d419d81,,,,1996,"Chak Kumar Association for Social Service is working in West Bengal(a).Child education Programme (b) Health Service (Mobile), Health Awareness Programme (c) Youth Development Centre (Basic computer Training) (d) Women's Development Programme (Awareness, Legal & Social, Leadership etc.) self-help group.(e) THERAPEUTIC SUPPORT SERVICE TO CWSN AT RESOURCE ROOM(f) Consumer rights and Protection (g) Special need of disabled children (h) Rural training centre. (i) Skill based Self employment training programme.(j) Juvenile Home (CNCP & CCL) (k) CHILDLINE District sub Centre Ghatal (l) Skill based EDP training (m) Consumer Grievance Cell",,,,,
2343551f-ff78-3be0-bd51-b5a8235a5273,,,,2001,"Founded in 2001 as a Sec 25 company under the Companies Act, 1956, ChandraMohan Foundation started with the objective of raising public environmental awareness and promoting environmentally conscious behaviour in India
In the year 2015, the objectives of the foundation were expanded and made more inclusive, increasing the reach and areas of intervention from environment to education, health, empowerment and others
The Foundation is certified under Sec 12A(a) as well as Sec 80(G) under the Income Tax Act, making all donations made to the foundation eligible for tax exemption.",,,,,
d705c950-0273-3b8f-b69c-3d2d11ea2c9c,,,,2017,"Chandrashekhar Badrinarayan Jadhav Foundation is located in Nashik, Maharashtra.
The organisation has come together to install “Bhau Uddeshiya” institution to organise social work activities for all class of community citizens in small towns and villages.
Institute mission:
1. Social:
To make efforts to improve progress level of the poor, blinds, handicap and widow ladies class. For the same purpose to organise the different kinds of social programmes and to start Bal –Sanskar centre for them.
2. Educational:
In society make available facility of gradual, traditional, modern, technical, language education. For that purpose facilitate them like school, hostels, English, semi English medium, play group, mother child care centre, primary, elementary, nursery , school, high school, hermitage, tribe, schools, English as well as other medium schools, Marathi schools, etc.
3. Skill, awareness and advertisement:
Preserve the types of skills. Give them education and training to them.
4. Medical:
Medical help to poor and needed people, for these people plan and arrange health check-ups, diagnosis, minor operations and camps, also make available the facility like dispensary, hospitals, ambulance, etc
5. Sports culture:
To renovation and nurture sporty culture and fr that government recognised sports, education and activities, and workshop activity arrangement as well as to workout the enlightment session and sport subject guidelines seminar in the common people society.
6. Other charitable :
Through the activity spirituality media enlightmentorganise and conduct the programme like chant, psalm and discourse.",,,,,
b905dcb2-6e36-375e-9b18-b72804ef570d,,,,2013,"Target area of working : Educational, Social and charitableactivities .
Educating children belonging to backward ,most backward and schedule caste covering 18 villages",,,,,
8ab998a5-0c1e-3d99-a883-bae202c9f3e0,,,,2008,"CHERRY BLOSSOMS SOCIETY LOCATED IN KOHIMA,NAGALAND.",,,,,
b26a7f92-1cdf-3b9e-8233-e12a341d8f00,,,,2011,"Cheshire Disability Trust (CDT) was started in 2011 and is a member of the Leonard Cheshire Disability Global Alliance, a worldwide organization with affiliations in 54 countries.
CDT started its core project “Livelihood Resource Centre” (LRC) in the year 2011, with a vision of creating a society in which disabled persons can enjoy their rights and have the opportunity to fulfill their potential.Our mission is to enable people to improve their quality of life and to campaign for the removal of the barriers which hinder them. We do this by providing livelihood opportunities to persons with disabilities (PWD) primarily in Bangalore but also support Livelihood programs in Mumbai, Kolkata, Chennai and other locations.",,,,,
2f263b86-7f12-32de-9830-84e57400d84b,,,,2007,"Chhattisgarh Agricon Samiti is a non-governmental organization, registered under the Societies Registration Act (1860). It works with more than 75000 families in over 700 villages in 15 districts of Chhattisgarh. CG Agricon works for ensuring agriculture based livelihoods support to poor and marginalized people. Nearly three-fourths of the families Agricon works with belong to Schedule Tribes. Agricon is in the process of expanding its activities in remote area of tribal districts Agricon’s MISSION is to develop income generating opportunities at village level through integration of natural resources. Grassroots action to promote and strengthen livelihoods for the rural mass is Agricon’s primary work focus. In all places women are central t",,,,,
5b07122b-1d8a-33bf-8e6a-5cdf11a96aab,,,,1999,"CHIKITSA was started in 1999 as a community health initiative by General OP Malhotra (Retd), PVSM. It currently provides free community based primary health care (free consultations and free medicines) to over 100,000 patients annually out of 3 base clinics and 11 mobile clinics in Delhi-NCRs. 
The unique feature of our operations is that we use locations provided to us free by local bodies or community organisations, thus vastly reducing our overhead costs and freeing up funds that can be used to treat more patients. By providing free, quality community based primary healthcare, CHIKITSA reduces the burden on an already overcrowded and stressed government secondaryand tertiary level public health system.",,"- Treatment of over 30,000 OPD patients in 2015-16 FY at Sector 40, Gurgaon, Primary Health Care Clinic
- Over 53,000 registered patients at our RK Puram Primary Health Care Clinic
- 2,141 underprivileged school children's health check-up.",,,
a6ab285f-95c6-39ca-bc0e-4ef5f58285fc,,,,1978,"The Chikmagalur Multipurpose Social Service Society (CMSSS) was registered under Karnataka Societies Registration Act, 1960 in July, 1978. It is a voluntary, non-profitable organization aimed at carrying out various developmental activities irrespective of Caste, Creed and Religion to enable the underprivileged people to avail all possible help so as to improve their living conditions.
The organization is working with the target group of socially, economically poor women and children in particular; including persons with disability and unemployed youth.",,,,,
f09e9f9d-2fba-35fc-804e-9edc91474a71,,,,1993,"Child Aid Foundation provides comprehensive aid and care to underprivileged children, boys and girls, of all ages and academic levels on both a residential and non-residential basis. Such aid and care includes food, clothing, shelter, medical care, personal supplies, education, educational supplies, counselling, and initial job placement. There are presently over 400 children enrolled in C.A.F.‚ÄövÑv¥s three projects",,,,,
4f96dd9a-e9c2-3421-b2d3-2aad70618735,,,,2013,"Child Heart Foundation is built for helping children with heart disease. The focus is families who are financially challenged and can‚Äôt meet the financial requirements for heart surgery or intervention.
Child Heart Foundation was started with this idea by parents who have been through similar situations and have gotten over with their tough part of life now want to ‚Äúgive back‚Äù to the needy families.
It was founded by 7 parents whose children have already been treated along with Dr. Vikas Kohli.
These were the founding trustees of the organisation. The NGO got formally listed in January 2013.
The organisation had been helping several children with their free diagnosis, treatment and post treatment management since last five years.Till now we have already reached out to more than 10,000 beneficiaries and more than 40 successful surgeries.",,,,,
6b94bff8-f2fb-3221-bc42-cd9d1a425ec9,,,,1991,"CSI has an integrated community development approach with health, education, child rights and gender as its focus. CSI reaches out to a population about 1,50, 000 every year in various slums and villages across Delhi, Haryana &Punjab , finding new avenues and alternatives of development for Adolescent girls, underprivileged youth, poor illiterate slum women, female sex workers, truckers, people infected and affected with HIV/AIDS.We are currently implementing our work around Maternal & Child Health, Water And Sanitation, HIV/AIDS Prevention and Care, Child Rights, Child protection and Education, Women Empowermentand Community Health care.",,"1. Enhanced the knowledge and skills on maternal and child health issues through the creation of women community health groups (Swasthya Samooh). Our intervention recorded 78% of institutional deliveries, for a total of 920 births. 2937 pregnant women provided Ante Natal and Post Natal Care. 53,994 patients benefitted from the Mobile Health Unit 9000 people reached through almost 600 Focus Group Discussions.Growth rate of 2587 infants was monitored and 958 babies immunized.
2. About 2264 HIV positive families were provided counseling with 1333 home visits. Children and families infected and affected with HIV were provided care and support services including clinical facilities, nutrition and education support and counseling on self care issues and on positive.
3. About 1377 children and youth were provided opportunities such as out of school children enrolled in non formal education, mainstreaming in government schools, provided with vocational training, slum youth trained in a hospitality, retailor as machine operators and checkers for export industry
4. CSI enhanced knowledge, treated STIs and organized awareness programs especially for truckers and improved STI treatment seeking behavior thru its program. We reached out to 210,292 truckers thru awareness raising activities
5. 130 Community Based health groups on maternal and child health and WASH formed and 10 schools covered with WASH interventions
6. Reached out to a total of 2119 adolescent girls and women through the gender resource centerproviding legal awareness, counseling and enhancing vocational skill training.Resolved about 126 cases of marital discord through the community based Mahila Panchayat.",,,
91b64a36-789b-3d39-a2ae-151b7665d962,,,,2007,"PREVENTIVE
Programs that work to prevent children from taking to the streets through education, family and community support.
INSTITUTIONAL
‚ô¶ Residential rehabilitation programs - C.O.G.F aims at providing an environment isolated from the streets where activities are focused on assisting children to recover from addictions, different forms of abuse with the help of medical practitioner & counsellors. Providing quality education and reintegrating the child back into the society as a responsible adult.
STREET-BASED PROGRAMS
These work to alleviate the worst aspects of street life for children by providing services to them in the streets. We intend to provide following service,
‚ô¶ Feeding program
‚ô¶ Medical assistance
‚ô¶ Street education
‚ô¶ Family reunification
‚ô¶ Drop-in centers
Outreach programs designed to bring the children into closer contact with us (field visits, workshops & VBS)
CONSCIENTIZATION
Change street children‚Äôs attitude to their circumstances-view themselves as an oppressed minority and become protagonists rather than passive recipient of aid.",,,,,
f62f09f3-2ded-3195-94ff-b67650e4e113,,,,1980,"Children's Home of Hope, Chennai is a residential Home looking afterorphans, destitute children and children of leprosy patients.The home was started in 1970 by Late Mrs Lily Prabhakar, wife of Late Mr. E.C.P. Prabhakar (IAS). CHOH provides these children with proper nourishment, an all round Education and mentoring in a clean environment. With the Government encouraging and supporting the Girl Child Initiative, CHOH is one of the few organisations that educate the girl child to their fullest potential thus making them able and worthy citizens. We have girls who are doing Engineering, BBA ,BCom, BPT, Nursing and many other courses. We currently look after close to 90 children. It has been a challenging yet blessed journey for the last four decades and we are happy to have touched the lives of so many children with the support of our sponsors/well wishers and the dedication of our staff.",,OUT OF 8 GIRLS WHO SAT THROUGH THE COURSE ABOUT 70% OF THEM WERE PROVISIONALLY SELECTED IN CAMPUS INTERVIEWS. THEIR TRAINING IN MS OFFICE & TALLY WAS AN ADDED ADVANTAGE FOR THERE SELECTIONS.,,,
22a4db41-e772-3128-9378-55ca1a5f9c0b,,,,1997,"CLT India is a non-profit, non-government organization that has worked since 1997 to support and strengthen government schools in rural India.Our mission is to use technology to create, enhance and monitor the delivery of education in an affordable, scalable and modular manner. 
CLT addresses the challenge of shortage of teachers with subject expertise, student disengagement, lack of quality learning resources and missed opportunities in rural schools. By giving equal learning opportunities for girls and boys with quality e-learning resources for STEM education, we are able to bridge many gaps, including the gender-divide and digital divide.
Development Innovation/Solution- Give access to quality learning resources, developed by Master Teachers, for every child anywhere with appropriate technology and relevant localized content.",,"1. Development of highly innovative, localized Science and Maths content for State Board curricula for 5th-10th grades
2. Capacity-building of 5,000 teachers to integrate technology with ICT Tools and learning about new methodologies to teach STEM
2. Impacting 5 lac children in 5000+ classrooms to learn better with e-learning content;
3. Partnerships for sustainable classrooms
4. Hindi content piloted in Udaipur, Rajasthan village schools",,,
c0122374-2311-3522-b981-050544c18cbf,,,,2006,"Chilume Social Service Society is a secular and not for profit
organization working for the integral development of marginalized
children of rural, tribal and urban poor irrespective of caste, creed
and language. we are focused on Education of disadvantaged children,
non formal job oriented skill development of the dropouts, unskilled
and unemployed youth, and livelihood opportunity for the marginalized
women for the past 8 years. we are presently working in Bangalore,
Kolar and Kanakapura areas.",,,,,
2d08efde-fe5f-3942-adfd-658f3962ac02,,,,2016,"CHINAR (Central Himalayan Institute for Nature & Applied Research) was founded in 2016 and is registered as a Trust under Trust Registration Act 1882. The registration No of the Trust is 1754/2016.
Unique Govt. ID: UA/2017/0114761
IT PAN #: AACTC0048E
Registered Office: House No. 41, Maldan Compound, Snow View, Mallital, Nainital, Uttarakhand – 263001, India.
Mission of the Organization: Sustainable mountain ecosystems for sustainable livelihoods
Logo: The logo of the organization is the leaf of Chinar (Platinus orientalis) tree which resembles the name of the organization. Like the tree of chinar is known for providing multiple ecosystem services in Himalaya, CHINAR as an organization aims to provide its services to the people of Himalaya and serve Mother Nature.
AIMS & OBJECTIVES OF THE TRUST – The objectives of the organizations are:
a) To work for livelihood improvement of the Himalayan Communities irrespective of caste, creed, culture and religion through various interventions in i.e., agriculture, technologies, energy, skill development, etc., to raise the quality and standard of living;
b) To document and promote indigenous knowledge of the Himalayan communities;
c) To raise awareness on environmental, cultural and social issues of Himalaya among citizens/society at large;
d) To build the capacity of Himalayan communities for ecological restoration, livelihoods, natural disaster and cultural improvement;
e) To research and document the ecological and cultural richness of the Himalaya and work for its betterment;
f) To research, develop and promote appropriate technologies for the Himalaya;
g) To do any other act for the advancement of Himalayan communities not carrying on any activity for profit without distinction of caste, creed or religion;
h) To improve the education standard through experiential learning, new methodologies and capacity development of teacher.
The organization will not be confined only to the mountain states but can undertake environmental studies/survey/research and development programmes anywhere in India.
Thematic Areas: The organization will be taking research & development, survey and capacity development activities in the following key thematic areas:
? Biodiversity & Ecosystem Services
? Sustainable Agriculture
? Climate Change
? Livelihoods
? Energy (Energy Efficiency & Renewable Energy)
? Freshwater
? Education (mainly environment education)
? Capacity Development,
? Skill Development,
? Health, etc.",,,,,
319afb61-c2d1-3701-b41c-08df4f1eead5,,,,2012,"MISSION:
To provide access to state-of-the-art Tertiary Intensive& Emergency Medical Care for under privileged children.
To promote preventive child healthcare and bring about awareness of good health practices through focused research on physical and mental health determinants by using Standard Pediatric Protocols.
VISION:
To ensure a future healthy generation for a healthy nation",,,,,
ea43b309-b5f7-3fb2-b3a8-830a9ac94b6c,,,,1991,"Apart from others, we have implemented the sloping Agriculture Land Technology(SALT)withthe support ofcouncil for advancement of people‚Äôs Action and Rural Technology (CAPART). With the Jamshedji Tata trusts we have implemented Systematic Rice Intensification (SRI) for household food security in Manipurbenefiting 400 farmers. Provided relief and rehabilitation of the flood and landslide affected people of the Chandel District providing relief materials to 975 households. 3 low cost shelters for 3 poor families affected by 2015 flood were constructed.We are implementing North East Region Community Resource Management Project supported by Ministry of Development of North East Region benefiting 1844 BPL families.",,,,,
5c5af5a2-244e-32ba-a305-9773b9104444,,,,1999,"Citizen Development Centre (CDC) was started in the year 1997, works towards the welfare of Leprosy persons, Differently abled, Poor Destitute women & Downtrodden people. The society was started on the basis of "" By the patients and for the patients "". Main aim of our society is to make ""Disabled as Abled"" through proper guidance , counseling & technical training. We strongly believe in providing Livelihood to the needy by improving their technical skills which helps them to increase their competency and become self sustainable.",,In the skill development program 290 beneficiaries under gone training in basic computer operation. Around 230 beneficiaries under gone training in tailoring course.Suitable job placements were arranged to them.,,,
58f3c8a1-12d2-3021-9a3c-fe3373ff6caa,,,,2013,"We are pleased to introduce our NGO Citizens Association for Child Rights(CACR), registered in July 2013 as a Section 25 non profit, which is working with MCGM Education Department to help in improving quality of education and healthcare for children in municipal schools in Mumbai.",,,,,
b40ac4ed-a529-33a6-ac99-b98d7af34288,,,,2014,"Clothes Box Foundation (CBF), a not-for-profit organisation was launched in Gurugram in February 2014 by Naman Ahluwalia and Sajan Abrol.
CBF's Vision is: 'Clean clothes for all'. 
Clothes Box Foundation's mission is to clothe as many less-fortunate individuals affected as possible, by the lack of proper clothing by providing them clean and hygienic clothes, thus help reduce the number of related deaths and illnesses.
We use social media (www.facebook.com/clothesboxfoundation/) extensively to connect the donor to the beneficiary which sets us apart from other non-profits.
CBF solves the problem of transparency with joyful simplicity by letting donors actually see the beneficiaries via Facebook photographs, which gives confidence to the",,,,,
d53412cf-2479-33d5-9416-4382e7929e91,,,,2009,"CMCA is a 19-year-old non-profit organisation that is a pioneer in Citizenship Education in India. Our mission is to transform young Indians into concerned, thinking and active citizens for an inclusive and sustainable India. We do this by engaging with young people at the grassroots in educational institutions and communities through experiential programmes that impart Citizenship values and Life Skills. Simultaneously, we work towards integrating Citizenship Education into educational policies and practices.
Currently, CMCA reaches 50,000 young people in 11 cities and 450+ villages, in over 600 educational institutions. Read more about CMCA at www.cmcaindia.org",,,,,
37d87a65-ab47-3d05-a9be-f79ee282092a,,,,1997,"CDL facilitates the use of communication as an integral part of the development process to create and subsequently mainstream innovative approaches in development communication ‚Äì both within NGOs and civil society. CDL engages both English and Kannada publications to provide an interface between the media and development.10 full time staff conduct: 
Media Research aimed to strengthen understanding of the quality and quantity of development coverage in the mainstream media
Issue Based Journalism has focus on training journalists to report on development issues holistically and with depth
Media-lab explores the use of innovative form of media such as language portals, comics and theatre as a medium for development communication",,,,,
3d04d893-7710-3c8b-a659-503a1a0a3c09,,,,1982,"Community Action for Rural Development (CARD) is  a NGO working in the field of rural development for the last 36 years in Pudukkottai, Madurai  and Karur  District of Tamil Nadu, India. CARD is  a  Society  registered under the  Tamil Nadu Societies Registration  Act 27 of 1975 on 14th December 1982.  CARD is also registered with the Ministry of Home Affairs, Government  of  India, under the Foreign Contribution Regulation Act(FCRA). The following are the present   activities of the organization.
1) New Life Psychiatric Nursing Home at Samathuvapuram in  Pudukkottai District.
2) Integrated Rehabilitation Centre for Addicts at  Samathuvapuram in Pudukkottai District.
3) Providing uniform dresses, note books and toileteries  for the poor children of  government  schools.
4) Bakery and  Fruit  Processing Training for women at  Pallapatti in Madurai  District.
5) Awareness  Education  on HIV/AIDS for  School and College  Students..
6)  Milk  Producers  Co-operative  Society  at  Mettupatti  Village  in Karur  District.
7)  Construction  of Toilet  Block  for a  rural school at  Mettupatti village in Karur District..
8)  Industrial School for  Boys and Girls at Samathuvapuram in Pudukkottai District.",,Thousands of  poor  people benefited  through various activities of the organisation for the last 36 years.,,,
23944a34-64d7-3bcd-ac40-c49339fa2ff8,,,,2003,"An egalitarian just social order where in the oppressed communities final equal opportunities for development to voice for their rights and act upon to achieve the same.
Nearly 16000 people",,"1.More than 50 drop out children going to school.
2.above 200 children learned basic education and continuing their education.
3.Directly and indirectly more than 12000 people where benefited through our supporting programs.",,,
d7a1297a-f5a7-3cf5-a80e-6ef869de47dc,,,,2008,"In last one year the Community Action Society has been able to sensitize on RTE Act 2009 to about 7000 people including heads of government, govt. aided and private schools; stakeholders associated with elementary education, members of school development and managing committees; parents and children, staffs of different NGO throughout West Bengal. The organization is also providing mid-day meal to 2500 children every school day in five schools of Kolkata. Apart from this CAS also provides remedial coaching, educational sponsorship to girl children, conducts cohort study and research works. Child Protection Risk Assessment and Policy development services are also provided to various NGOs in last one year.The organization in last one year",,"‚Ä¢Community Action Society was awarded Kolkata Ngo‚Äôs Leadership Award in 2017
‚Ä¢Sensitized on Right To Education Act, 2009 to 3500 Government aided school teachers, 420 Private school teachers, 4000 parents, 2000 members of School Management Committees, 800 children, 200 government officials and 400 members of Civil Society Organizations.
‚Ä¢Provide Mid-day Meal to 2750 children of one upper primary and four primary schools in Kolkata District every day.
‚Ä¢Provided remedial educational support, ‚ÄúSpecial Coaching Camps‚Äù to 7 schools of Kolkata for three years",,,
e6479d1c-1606-3fe8-b43c-e5cf00eb0b44,,,,1989,"CAVI (Community Awareness & Village Improvement) is a voluntary organization, established in 1989 in Guntur district. CAVI is a Humanitarian Voluntary Organization, whose Mission is to create lasting change in the lives of Children, Families and Communities, living in Poverty and Injustice irrespective of Caste, Creed and Color working in Andhra Pradesh and Telangana states by focusing on women empowerment, youth empowerment, life skills for adolescents, Income Generation activities, Micro finance, Adult Education, Health (HIV/AIDS) etc. activities since 1989.",,,,,
409c7015-010d-3ec1-80b0-116a75ed431a,,,,2014,"Concern For Human Welfare is a non governmental non profitable organization registered under the THE WEST BENGAL SOCIETIES REGISTRATION ACT,1961.Our Society is also registered u/s 12AA of the Income Tax Act of India,Government of India as a society registered for the purpose of education and other charitable public utility services.For the last three years we are working extensively  for the welfare of Tea Garden Workers of Samsing Tea Estate and for enhancing the level of education among the children of Tea gardens of  Darjeeling. On this motive we have already ensured admission of  60 children  from Lebong Tea Estate and Rangeet Tea Estate in Ramakrishna Mission Nivedita Educational and Cultural Centre,Roy Villa Darjeeling.
Concern for Human Welfare(CHW) is a state level development organization directly benefitting over 4000 rural population through 12 live welfare projects on child rights, women hygiene, human trafficking ,health care and education.CHW is
registered under The West Bengal Societies Registration Act,1961.CHW is working as a catalyst for social transformation but it cannot be done in isolation so we believe that unless the members of the civic society and the
corporate houses are involved proactively in the process of development, sustainable change will not happen. We actively engage the civic society and the corporate houses making them an active partner in all our welfare initiatives.
In keeping with its philosophy of “BEEHIVE- IN WORK WE TRUST”, CHW has taken its intervention into the interiors of West Bengal, reaching the unreached in the remotest of rural areas and urban slums with our services.",,,,,
