ngoId,fiscalYear,totalIncome,totalGrant,totalExpense,totalAssets,totalLiabilities,totalFundingGap,sourceOfFunds,majorFunders,ngoBudgetAllocation,ngoBudgetUtilization,auditReport,avgMonthlyExpenditure,avgMonthlyOverhead,longTermLoan,fulltimeEmployees,parttimeEmployees,employmentExpenses,fulltimeVolunteers,parttimeVolunteers,volunteerExpenses,consultants,consultantExpenses,occupancyExpenses,fundraisingExpenses
6891bba2-a026-352f-a55e-fe077ff9833d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c9b4f452-5b84-3ef4-85b1-aa43f734a274,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1065000,,,12,,,,,,,,,
9420ab33-bcea-3aac-9a66-a8b7a136c493,,0,₹0,0,0,0,0,,credible alliance,"₹1,097,000",,,1223000,,,14,,,,,,,,,
bca0f82c-2a62-39d2-a7bf-e4f3978952f1,,0 0,₹0,0 0,0 0,0 0,0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1065000 1223000,,,12,,,,,,,,,
e6155e03-28a8-34ca-8ae7-a09f74f41fba,,0,₹0,0,0,0,0,,credible alliance,"₹10,970,000",,,27310000,,,8,,,,,,,,,
10b9faf3-ee1b-3431-9a3e-75d73c1211dc,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1223000,,,12,,,,,,,,,
8be32214-ac55-3ece-8d0d-ddfb1f286c00,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,12,,,,,,,,,
fc8c4d1f-19bc-3723-86ac-65f52b044e3c,,0 0,,0 0,0 0,0 0,0 0,,,,,,1065000 2000750,,,12,,,,,,,,,
73d35c95-9290-3fdf-ad8d-116c64aa78cd,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
9065054b-a618-3f04-ad1d-ab7538bea61a,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
6bdb2acc-a8e6-3997-9a23-7e3d9393dd93,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
2cfec471-6af9-3c28-8706-9b549612ac4d,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,10,,,,,,,,,
87c58024-0e46-3a74-838c-33a3abc1fda2,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
2431f813-e6df-3e33-8be0-1e3172823c47,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
85bdacf1-2fcc-3322-b461-126db7600862,,0 0,₹0,0 0,0 0,0 0,0 0,,"BBC News, Aljazeera, DW the Gaurdian","₹1,250,000",,,1223000 6667068,,,14,,,170,,,,,,
e6cb3385-8306-3d9d-a7e6-a7fc493a0e4f,,0 0,₹0,0 0,0 0,0 0,0 0,,credible alliance,"₹1,250,000",,,1065000 2000750,,,42,,,11,,,,,,
53c734df-a3fb-3af8-bba9-73dbea4b6ba4,,0,₹0,0,0,0,0,,unknown,₹0,,,0,,,6,4,,12,,,2.0,,,
3c7211fb-7af4-3ec3-9dca-0048a431ff77,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
324ad572-4e15-34fd-a579-555b856f211a,,0,₹0,0,0,0,0,,unknown,₹0,,,1223000,,,12,8,,10,,,10.0,,,
2787f314-2998-3fce-824e-bc923cdb748d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1000000,,,12,,,,,,,,,
62c12cf2-3cfc-345a-8f84-ab53088c5787,,0,₹0,0,0,0,0,,"Humming Bird Foundation,iPartner, NOVO Foundation,Forbes Marshall,Suzlon Foundation","₹21,113,500",,,122100,,,11,,,,,,,,,
c69260a5-97b5-3114-b33e-5cfd9775b8dd,,200,"₹44,444",200,200,200,200,Other Domestic NGOs,222,₹23,,,2000,,,"5,557","47,447",,22,,,2.0,,,
5473a430-8757-3fd6-995c-ec19678eca8f,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,11000209,,,12,,,,,,,,,
65f71cee-9d89-347c-8679-05ebcfa5ca4c,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
263e2432-8a7c-3218-86c1-a96b40e84181,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c0bb8dc2-1c4f-3c15-ade1-21a795e08370,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
916ff1ce-03e0-362b-aa3a-745339f3d6b4,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,12,,,,,,,,,
bf392a55-7ac1-305f-b696-6ac31491a47a,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,5,,,,,,,,,
22b5ff65-138d-3045-8ba0-e83ad90a3707,,0,₹0,0,0,0,0,,Unknown,₹0,,,880000,,,8,2,,4,,,4.0,,,
52e5fc08-e372-3a77-a173-937d5c159db6,,0,₹0,0,0,0,0,,credible alliance,"₹307,000",,,4031958,,,5,,,,,,,,,
df36551f-8f6f-3172-a087-2b1e7db25ac1,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
8d2eb483-501d-3250-95e3-2778fb87d16b,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1065000,,,12,,,,,,,,,
da430025-631a-3041-8e11-986d56b73748,,0,₹0,0,0,0,0,"Other Foreign NGOs, Foreign Companies","Nike Foundation, Human Dignity Foundation, MacAuthor Foundation, Western Union, UBS, Global Giving","₹12,500,000",,,20052060,,,70,,,,,,,,,
9ab962c0-acdf-3a87-b0e0-317345a95be1,,0,₹0,0,0,0,0,,,"₹1,250,000",,,1223000,,,12,,,,,,,,,
a463d719-3093-3001-bd12-4986e16625c6,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,800,000",,,2000750,,,12,,,,,,,,,
d6361ae1-4134-33bf-b530-f2969afac4e0,,0 0,₹0 ₹0,0 0,0 0,0 0,0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies Government Bodies, Other Domestic NGOs, Domestic Companies, Foreign Companies","Indian Institute of Corporate Affairs Credible Alliance , WHO, UNCS/ECO-SOC, Give India, Global Giving U.S.A, Peace Trust, Swim International","₹2,650,000 ₹1,250,000",,,2650000 1223000,,,12,6,,,,,,,,
4021f0dd-7b00-395c-9129-f33230499020,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹56,888,300",,,56888348,,,12,,,,,,,,,
400d73d2-73c9-3925-811e-a09cca739e07,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
2fb9a651-b9ff-3d47-82a5-7e4d49c2c822,,0 0,₹0,0 0,0 0,0 0,0 0,,unkown,"₹850,000",,,1800000 1800000,,,16,14,,6,,,8.0,,,
be7c7a6e-3537-35dd-9b94-1ce847836f36,,0,₹0,0,0,0,0,,Institute of Corporate Affairs,"₹1,211,000",,,122100,,,12,,,,,,,,,
16ad1810-7e40-304a-b2dd-fb12d6b4d432,,0,,0,0,0,0,,,,,,0,,,,,,,,,,,,
6248608c-1510-3184-a0d4-9957e9eaa6d2,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1065000,,,5,,,,,,,,,
e5576133-c6a2-3a42-8c49-533e6b271843,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,12,,,,,,,,,
ba8f55ed-79d4-3c35-a4dd-11f9dd757653,,0,₹0,0,0,0,0,,Unkown,₹0,,,4800000,,,24,18,,24,,,14.0,,,
e3bd76bd-940b-321a-8f14-8367d8143831,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
0e4449f5-629b-31fb-9e24-6cc0276ac184,,0,₹0,0,0,0,0,Other Domestic NGOs,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,12,,,,,,,,,
ec971b14-0571-3232-8939-2633163d9253,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
83547686-235b-3126-a71c-570db1129de5,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,122300,,,4,,,,,,,,,
6065ad66-53a5-3ba3-a47d-d0a53f2e5594,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,1223000,,,12,,,,,,,,,
d6ede327-0e21-3fac-8290-a4432b8e5231,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹1,250,000",,,1200000,,,12,,,,,,,,,
36a3915c-782e-34cb-9db2-1f5431791821,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
35a06848-e7c8-31bf-a2b9-3e4c900c73c5,,0 26187180,₹0,0 16633968,0 0,0 0,0 0,,credible alliance,"₹1,250,000",,,1223000 30700000,,,12,,,,,,,,,
2aa0b58d-a42b-30cb-bc19-77638b49e58c,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,1065000,,,8,,,,,,,,,
ee9cd1c8-0d27-3cac-8981-3d0500eb7c75,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹3,813,600",,,3813600,,,12,,,,,,,,,
77dc2173-81e8-39b1-ab00-9cbe50603042,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
fbdbdf95-27d4-3a95-9f47-2a4af6399550,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",credible alliance,"₹1,250,000",,,1223000,,,12,,,,,,,,,
1b98bfc8-0669-3a6c-af1b-dbd8ebe77169,,0,₹0,0,0,0,0,,credible alliance,"₹1,097,000",,,21835980,,,12,,,,,,,,,
0fe3eb96-02ed-3075-8549-e8d11020f45b,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c92ba062-680e-3be9-a6cd-fae2f5482213,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
91e78bf6-3c2a-3510-bb69-1267dc0b7647,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1223000,,,12,,,,,,,,,
391dcbcd-cf79-3e36-a35f-04c1374826f4,,0,₹0,0,0,0,0,"Other Domestic NGOs, Domestic Companies, Foreign Companies",credible alliance,"₹152,464,000",,,152464305,,,12,,,,,,,,,
4f60dd71-0cd7-3f77-9ff2-43fd61503bd7,,0,₹0,0,0,0,0,,credible alliance,"₹1,097,000",,,2000750,,,4,,,,,,,,,
29bdc944-1535-3389-b972-7316e4168ab0,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
d9906aa5-9ebf-3a7c-9261-c89f618b2216,,0,₹0,0,0,0,0,,credible alliance,"₹7,543,500",,,540000,,,17,,,,,,,,,
c55c49f6-e8b0-3210-82f5-6991c526420b,,0 0,₹0,0 0,0 0,0 0,0 0,,"British Council, National Rural Development Council Government of India,Nabard,Small Industries Development Bank Of India","₹1,211,000",,,1860225 1860225,,,12,,,,,,,,,
1a493ea9-2564-35d5-888a-ef6331181af4,,0 0,₹0,0 0,0 0,0 0,0 0,,credible alliance,"₹1,250,000",,,1223000 1223000,,,12,,,,,,,,,
1a95c56b-c78e-3e24-9e27-278f5fecfef4,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
78124d95-5215-33a4-8e9c-fa295b30dcda,,0,₹0,0,0,0,0,,,"₹1,250,000",,,1223000,,,12,4,,,,,,,,
3a89669d-85f5-3613-921c-3086899c9fa3,,0,₹0,0,0,0,0,"Other Domestic NGOs, Domestic Companies, Foreign Companies",credible alliance,"₹4,250,000",,,4250000,,,12,,,,,,,,,
8f2f973c-917a-3be8-8932-dd1736a3cf97,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
5b8c5e40-9944-36a9-9c08-fa2e0f8785b1,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
45d6021b-152a-3733-b11b-1526bb009a4c,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹49,030,800",,,49030766,,,12,,,,,,,,,
11ee6e92-0d2b-34fa-a0f9-cbc4d6d10db9,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹85,000,000",,,85000000,,,12,,,,,,,,,
4e5da9b5-410b-3f4f-9f6b-b5c45d53fc3b,,0 0,₹0,0 0,0 0,0 0,0 0,,Unknown,₹0,,,330000 3500000,,,15,15,,10,,,10.0,,,
8ae33e60-0233-3cc7-974e-c0a66b7831e5,,0,₹0,0,0,0,0,,Tech Mahindra,"₹1,097,000",,,2000750,,,12,,,,,,,,,
d463ec68-2e2a-3c8e-baf8-64c8c4be43a7,,0,₹0,122876,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
9a70d6e2-6256-38bb-86bb-ae6306e83924,,0,₹0,0,0,0,0,"Government Bodies, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
6ebccc0c-42b2-3c44-8e76-9566c5a402e2,,0,₹0,0,0,0,0,,"Mahindra Trust , Credible Alliance","₹1,250,000",,,1223000,,,12,,,,,,,,,
342b0f0a-1e8a-3f0c-90e9-85d5951b1aa9,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
86a48e89-5bc0-3108-8414-da7ab1d26d0d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Domestic Companies, Foreign Companies",credible alliance,"₹1,568,130",,,1568132,,,12,,,,,,,,,
e294f5b7-1dc7-3bf0-b441-02ea915168ab,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1065000,,,12,,,,,,,,,
51c6c491-0d0d-361b-82ce-30bdf9b674b2,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
68195bd0-4c43-3ee9-a6f1-4f69b9d5a58d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,230,,,100,,,,,,
17dee42a-307d-3648-b5a1-9e449270f1ed,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
60234d17-7779-351b-812c-3d509a91300a,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
512295f1-6d7a-3dc7-a32b-0549b1d569a4,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
0cf756ee-156e-326d-9148-acec57ea2610,,0,₹0,0,0,0,0,,unknown,₹0,,,0,,,20,10,,12,,,8.0,,,
8af278ae-52e7-342c-b799-c217b4876032,,0,₹0,0,0,0,0,,credible alliance,"₹307,000",,,1223000,,,5,,,,,,,,,
99a6ce1c-42b1-3395-9626-19f0147bd975,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹30,700,000",,,30700000,,,12,,,,,,,,,
de5a4edd-5d54-3ad8-beb8-11ccc7d4eb34,,0,₹0,0,0,0,0,,Credible Alliance,"₹21,113,500",,,31234660,,,11,,,7,,,,,,
abf5fbe0-2b74-38c0-bdaa-9ee94502f651,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,11000209,,,14,,,,,,,,,
9f7ac6cc-b447-387d-a765-608c57c68d2f,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1065000,,,12,,,,,,,,,
abc7d2ee-d7c4-3d16-bb58-1a5b6b6670bc,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,1100000,,,12,,,,,,,,,
ec90c3ce-ddf6-3368-a80a-7a46e8d2918d,,0 0,₹0,0 0,0 0,0 0,0 0,,,"₹1,250,000",,,1223000 1223000,,,12,,,,,,,,,
d06da811-09cf-3c3f-af55-e1cd61bc7707,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹5,688,830",,,6667068,,,12,,,,,,,,,
da17f391-cf1c-30f6-a971-02b6906c7465,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
88fcef15-49fe-3c43-b48a-591b43c209ce,,0,,0,0,0,0,,,,,,1065000,,,12,,,,,,,,,
1e4ccc91-a291-3c35-b24e-64983d65a983,,0,₹0,0,0,0,0,,"Asian Paints, Bank of America, Barclays, Bloomberg, BMW India, Feisted School, GAIL India Limited","₹1,097,000",,,1065000,,,12,,,,,,,,,
5d6e1c82-fc8a-38a0-a70d-664bfd1f973d,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
3810c57b-e387-30ab-8dfa-c4af7ea988fb,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Credible Alliance,"₹4,209,590",,,4209592,,,15,,,,,,,,,
e7319f4c-63c0-3e22-87a9-0fa7e5450836,,0 0,₹0,0 0,0 0,0 0,0 0,,unknown,₹0,,,1065000 0,,,8,6,,2,,,3.0,,,
19b3865b-aa9f-3cde-8175-852a84caf03b,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
1c4de424-3677-3b5c-b498-0cedf102410d,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
00feb1bb-0ca6-3424-bda1-26b832a108a8,,0,₹0,0,0,0,0,,credible alliance,"₹5,688,830",,,4209592,,,25,,,,,,,,,
484da052-2b74-3c7b-8131-19a88c7b74dd,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹550,000",,,550000,,,12,,,,,,,,,
11b3ba8e-659c-336a-b96c-861a8116c5ed,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",impact foundation india,"₹11,000,200",,,11000209,,,14,,,,,,,,,
b47635ab-6d11-3faf-a04c-4f1e616f04d2,,0,₹0,0,0,0,0,,credible alliance,"₹16,800,000",,,1223000,,,12,,,,,,,,,
5fc3a3e7-50ef-3129-aece-f7ff0268d8b4,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1000000,,,12,,,,,,,,,
9c611811-1e2f-36e0-9647-11c0f80a6903,,0,₹0,0,0,0,0,,credible alliance,"₹3,070,000",,,6667068,,,5,,,,,,,,,
ff4e9a01-c501-38dc-bf73-1d51408b914a,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
42a9af7e-1e07-360c-9556-92fccecbe3ff,,0,₹0,0,0,0,0,,skill and development,"₹1,250,000",,,1223000,,,12,,,,,,,,,
a8e7ff7e-be2b-3118-8e8d-e3411e14b79d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",credible alliance,"₹2,400,000",,,2400000,,,12,,,,,,,,,
5cdde3ae-6acf-39de-bf65-c9872a40ad23,,0,₹0,0,0,0,0,,credible alliance,"₹4,000,000",,,4209592,,,16,,,,,,,,,
fe7a8f7c-9c2d-336c-9931-6cc8b24d737d,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Impact Foundation,"₹34,064,700",,,34064700,,,25,,,,,,,,,
7ae847d2-bb1d-3db3-9a25-b941be0fe68a,,0,₹0,0,0,0,0,,credible alliance,"₹1,680,000",,,1065000,,,12,,,,,,,,,
48e9b42d-7ca8-3125-a243-c705895c77f6,,0,₹0,0,0,0,0,,aga khan foundation,"₹1,250,000",,,1000000,,,12,,,,,,,,,
b1f40909-1e8e-315e-afbf-c97f3f8a6691,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹940,000",,,940000,,,16,,,,,,,,,
67504e91-9ff4-3e32-93d2-aadcd84034b6,,0,₹0,0,0,0,0,,credible alliance,"₹970,000",,,1223000,,,16,,,,,,,,,
f6d18707-1b9d-3939-bfe5-be11d4ed01f3,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,4,,,,,,,,,
2e00c96f-b592-3d28-9cd6-b4c0c92a02b3,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Domestic Companies",credible alliance,"₹32,000,000",,,32000000,,,4,,,,,,,,,
f5a378d2-d7d2-3a77-8e5a-61769cac5b55,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
3d914eac-9406-38a1-9bcb-016286b65f2b,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
afa2c9df-61e2-31c0-83eb-054fe389d53d,,0 0,₹0,0 0,0 0,0 0,0 0,,credible alliance,"₹1,107,000",,,1065000 1065000,,,12,,,,,,,,,
cbc505a5-540d-340a-9b2d-b5a774524047,,0,₹0,0,0,0,0,"Other Domestic NGOs, Domestic Companies, Foreign Companies",Help Your NGO foundation,"₹8,250,000",,,8250000,,,42,,,,,,,,,
5533f0c6-13b5-3d22-a893-5b9a41a0fbed,,0,₹0,0,0,0,0,,unknown,₹0,,,2500000,,,15,4,,10,,,5.0,,,
e11109a2-d837-3439-8e31-877060db02ea,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1223000,,,12,,,,,,,,,
889a93a8-3379-380d-a956-4b4ff3609336,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹170,000",,,1223000,,,12,,,,,,,,,
dc050d38-fe4d-35a0-b30f-bbd087956967,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
809d0779-9a33-3c50-ad5d-9eb638f7aecd,,0,₹0,0,0,0,0,,Vigyan Foundation,"₹1,250,000",,,27310000,,,12,,,,,,,,,
59c0e29f-71ec-3de4-a74d-c87ec4d45677,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
d9782ed5-86c3-36bb-95e9-eba362b2e072,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,1065000,,,12,,,,,,,,,
77f2c2b0-5a55-3e3d-b1cf-2b71072e2223,,0,₹0,0,0,0,0,,unknown,₹0,,,0,,,6,5,,2,,,4.0,,,
4ba95e64-d035-3871-8aa2-16cd00880775,,0,,0,0,0,0,,,,,,3300000,,,,,,,,,,,,
ec6714e1-a1e6-3b16-a662-fd661c1f1029,,0 0,₹0 ₹0,0 0,0 0,0 0,0 0,"Government Bodies, Other Foreign NGOs, Domestic Companies Other Domestic NGOs, Other Foreign NGOs, Domestic Companies, Foreign Companies","Impact Foundation India Schindler, Microsoft, Kohler, KPMG, DLF Foundation, UNICEF, CRY & Give India","₹54,000,000 ₹1,250,000",,,54000000 1223000,,,128,,,,,,,,,
3ed286da-8213-30ec-8b69-6477fa4f85bc,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c79a716a-70fe-3704-b732-0b7af300b697,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹2,000,750",,,2000750,,,12,,,,,,,,,
3a1b7c41-84c1-3a54-93d9-756aa11cc604,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
79200943-42e3-31f9-9e98-87b75f02de32,,0,₹0,0,0,0,0,,credible alliance,"₹1,150,000",,,1150000,,,21,,,,,,,,,
06077237-deb7-30b5-9bf0-79caa5c85d14,,0,₹0,0,0,0,0,,"Oak Foundation, Google, Ministry of foreign affairs of netherlands","₹1,250,000",,,11000209,,,12,,,,,,,,,
8da985b1-ffdf-339f-8e3f-aa7a82f7a96d,,0,₹0,0,0,0,0,,"Global Giving, India Cares, Freedom for Hunger, Umang Dairies, CAF India, Water Aid.","₹16,800,000",,,1065000,,,18,,,,,,,,,
3071607a-9cba-36fd-940a-7ff9a1b263d6,,0 0,₹0,0 0,0 0,0 0,0 0,,"Max India, Hotel Iris Park, PNB Bank","₹1,250,000",,,1223000 1223000,,,25,,,,,,,,,
11067c3f-7be9-313e-a14e-fbd3623928be,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹11,025,000",,,11025000,,,12,,,,,,,,,
6c8aa464-51ae-3452-9d79-4411102fd794,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹10,970,000",,,1065000,,,12,,,,,,,,,
de5fe893-b566-3a25-9015-3559cac83ee9,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,211,000",,,215670000,,,12,,,,,,,,,
426a29f0-66e3-323d-b7d4-db9f23931ddf,,0,₹0,0,0,0,0,,Credible Alliance,"₹187,456,000",,,1860225,,,12,,,,,,,,,
8ccfc468-b12a-3f0a-b158-544a22f0886c,,0,₹0,0,0,0,0,,credible alliance,"₹576,000",,,576000,,,12,,,,,,,,,
f3297855-ed0b-34b6-ab0d-b88b0ee65049,,0,₹0,0,0,0,0,,Credible Alliance,"₹1,211,000",,,1860225,,,12,,,,,,,,,
06f7eecd-342f-31d1-a246-ca7e479511ae,,0,₹0,0,0,0,0,,credible alliance,"₹5,688,350",,,550000,,,6,,,,,,,,,
